time_ana,D_ana_n1,D_ana_n2,D_ana_n3,D_ana_n4
0,0.0,0.0,0.0,0.0
2,1.6211626270977653,1.0448155280216251,1.0448155280216251,1.0448155280216251
4,2.9447295984287085,1.641704840097892,1.641704840097892,1.641704840097892
6,4.136523344289239,2.1088091099691053,2.1088091099691053,2.1088091099691053
8,5.244233673367244,2.5058085993084407,2.5058085993084407,2.5058085993084407
10,6.290920063325317,2.8571430262696036,2.8571430262696036,2.8571430262696036
12,7.290118344164949,3.1756793490855477,3.1756793490855477,3.1756793490855477
14,8.250688462189801,3.469181830502425,3.469181830502425,3.469181830502425
16,9.178855755633082,3.742762781403251,3.742762781403251,3.742762781403251
18,10.079219264819253,4.000000266620985,4.000000266620985,4.000000266620985
20,10.955306188516857,4.2435144534969576,4.2435144534969576,4.2435144534969576
22,11.809901451939592,4.475292241751762,4.475292241751762,4.475292241751762
24,12.645255691085685,4.696882880836022,4.696882880836022,4.696882880836022
26,13.463222716785406,4.909522102093244,4.909522102093244,4.909522102093244
28,14.26535388997074,5.114214312517894,5.114214312517894,5.114214312517894
30,15.052965082005743,5.311789057478383,5.311789057478383,5.311789057478383
32,15.827185383033049,5.502940885349356,5.502940885349356,5.502940885349356
34,16.58899336827628,5.6882582348415776,5.6882582348415776,5.6882582348415776
36,17.339244656890774,5.868244845786751,5.868244845786751,5.868244845786751
38,18.078693134368145,6.043335858690449,6.043335858690449,6.043335858690449
40,18.80800770538058,6.213910268937974,6.213910268937974,6.213910268937974
42,19.52778553325509,6.380300555959799,6.380300555959799,6.380300555959799
44,20.238562714573522,6.542800306127838,6.542800306127838,6.542800306127838
46,20.940822958224842,6.701670298333197,6.701670298333197,6.701670298333197
48,21.63500471594643,6.857143420171768,6.857143420171768,6.857143420171768
50,22.321507100927906,7.009428683924505,7.009428683924505,7.009428683924505
52,23.000694762831955,7.15871447521646,7.15871447521646,7.15871447521646
54,23.67290211315547,7.305171345535068,7.305171345535068,7.305171345535068
56,24.338436817792434,7.448954273718542,7.448954273718542,7.448954273718542
58,24.99758278801027,7.590204580740564,7.590204580740564,7.590204580740564
60,25.650602757998534,7.729051560156069,7.729051560156069,7.729051560156069
62,26.29774050696054,7.865613865764167,7.865613865764167,7.865613865764167
64,26.939222784739687,8.00000070014273,8.00000070014273,8.00000070014273
66,27.575260981998653,8.132312832873433,8.132312832873433,8.132312832873433
68,28.20605261324073,8.262643497221989,8.262643497221989,8.262643497221989
70,28.831782552345235,8.391079122007875,8.391079122007875,8.391079122007875
72,29.452624228268494,8.517700045050754,8.517700045050754,8.517700045050754
74,30.068740591680697,8.642581074847115,8.642581074847115,8.642581074847115
76,30.680285043334447,8.765792031526447,8.765792031526447,8.765792031526447
78,31.287402178506376,8.887398168923966,8.887398168923966,8.887398168923966
80,31.890228553865413,9.0074606171131,9.0074606171131,9.0074606171131
82,32.48889327028546,9.126036704977096,9.126036704977096,9.126036704977096
84,33.0835185924894,9.24318031163234,9.24318031163234,9.24318031163234
86,33.674220428185876,9.358942128081098,9.358942128081098,9.358942128081098
88,34.261108819474664,9.473369930249824,9.473369930249824,9.473369930249824
90,34.844288351036674,9.586508800027225,9.586508800027225,9.586508800027225
92,35.42385853989283,9.698401337076218,9.698401337076218,9.698401337076218
94,35.999914197001246,9.809087854182442,9.809087854182442,9.809087854182442
96,36.5725457056045,9.918606521983023,9.918606521983023,9.918606521983023
98,37.141839321022026,10.026993528671712,10.026993528671712,10.026993528671712
100,37.707877508572516,10.13428326519952,10.13428326519952,10.13428326519952
102,38.27073907708225,10.240508383706375,10.240508383706375,10.240508383706375
104,38.83049948917638,10.345699967023746,10.345699967023746,10.345699967023746
106,39.387231027721526,10.449887610728712,10.449887610728712,10.449887610728712
108,39.941002974487546,10.553099513535372,10.553099513535372,10.553099513535372
110,40.49188183463546,10.65536259648059,10.65536259648059,10.65536259648059
112,41.03993143933141,10.756702549068969,10.756702549068969,10.756702549068969
114,41.585213139073,10.85714393054043,10.85714393054043,10.85714393054043
116,42.12778592637128,10.95671022977788,10.95671022977788,10.95671022977788
118,42.66770655428091,11.055423923247217,11.055423923247217,11.055423923247217
120,43.20502968504245,11.153306551111475,11.153306551111475,11.153306551111475
122,43.73980796962828,11.250378753447697,11.250378753447697,11.250378753447697
124,44.27209217362289,11.346660333720553,11.346660333720553,11.346660333720553
126,44.80193126789562,11.44217030236283,11.44217030236283,11.44217030236283
