time_ana,D_ana_n1,D_ana_n2,D_ana_n3,D_ana_n4
0,0.0,0.0,0.0,0.0
2,1.4025897350026404,1.5407900044452107,1.0448155280216251,1.395287924792343
4,2.469474683233204,2.7687962878907815,1.641704840097892,2.4418749170613396
6,3.4276478665463084,3.8763088993785106,2.1088091099691053,3.3732469162932364
8,4.324609540666835,4.911612543712455,2.5058085993084407,4.239821426105089
10,5.180410736596843,5.896618189639236,2.8571430262696036,5.063058229044472
12,6.005840433813533,6.8436512813312085,3.1756793490855477,5.854525807521671
14,6.80752973635434,7.760525366613144,3.469181830502425,6.62132764800838
16,7.58991701717092,8.652592006489568,3.742762781403251,7.368207133829053
18,8.356155645864812,9.523721778082304,4.000000266620985,8.098523917725098
20,9.108587222329017,10.37683002750354,4.2435144534969576,8.814764084574042
22,9.849010778319323,11.21418270266167,4.475292241751762,9.518830642738026
24,10.578846485756248,12.03758581137463,4.696882880836022,10.21222019916979
26,11.299240442867962,12.848508612202446,4.909522102093244,10.896135990522456
28,12.011134629773347,13.648166972949884,5.114214312517894,11.571563273702418
30,12.715315339834962,14.437581754637204,5.311789057478383,12.23932145603847
32,13.412447634073663,15.21762077839871,5.502940885349356,12.900101126949616
34,14.103100490029753,15.989029736649595,5.6882582348415776,13.554491044044113
36,14.787765572375928,16.752455450877584,5.868244845786751,14.202998240012523
38,15.466871445895928,17.50846361359424,6.043335858690449,14.846063218924721
40,16.140794638519722,18.25755268189271,6.213910268937974,15.484071763410427
42,16.80986825379406,19.00016476301684,6.380300555959799,16.11736410761145
44,17.47438882996708,19.73669432808609,6.542800306127838,16.74624222877045
46,18.134621849627248,20.4674952461829,6.701670298333197,17.370975692511372
48,18.790806216735213,21.19288652540898,6.857143420171768,17.99180639332203
50,19.443157934785855,21.913157048529115,7.009428683924505,18.608952441515843
52,20.09187310181384,22.628569446385008,7.15871447521646,19.222611321073476
54,20.737130493280212,23.339363444117332,7.305171345535068,19.832962609604465
56,21.379093669878092,24.04575860538345,7.448954273718542,20.440170192045663
58,22.017912770335176,24.74795667210726,7.590204580740564,21.044384140365146
60,22.65372604539052,25.4461435714758,7.729051560156069,21.64574231899826
62,23.28666117022296,26.140491137628924,7.865613865764167,22.244371755727315
64,23.916836374001285,26.831158596963203,8.00000070014273,22.840389819415677
66,24.544361412665584,27.51829385032317,8.132312832873433,23.43390523226955
