time,beta_n1,beta_n2,beta_n3,beta_n4
19.573417814876606,0.7210196867318441,0.7654380788420521,0.47081784937094856,0.7103838209900976
38.31186849557289,0.7467992425713899,0.780987785581745,0.4905622582825249,0.7356208133840815
74.98942093324558,0.7633385655855933,0.7894327919433135,0.4994058117234236,0.7524049469153518
146.77992676220705,0.7764084588791327,0.7958231130349186,0.5038033197043816,0.7663068158270219
287.29848333536654,0.7873518834060411,0.8015306214893462,0.5059049383517611,0.7784412768470853
562.341325190349,0.7969581286337184,0.8071369779099458,0.5068403537334126,0.7893903148068632
1100.6941712522103,0.8056592836407309,0.8128435109858416,0.5071665753954808,0.7994359102309295
2154.4346900318847,0.8136746604764145,0.8186678100989142,0.5071678916242611,0.808695854216711
4216.965034285822,0.8211224867963581,0.8245494793653556,0.5069985246432217,0.8172302326219153
8254.04185268019,0.8280973322167948,0.830424967692873,0.5067441175547968,0.8251142471676534
16155.980984398762,0.8346542839390553,0.8362232950610409,0.506452990505156,0.8324057007711216
31622.776601683792,0.8408409542183339,0.841893024958871,0.5061519582672808,0.8391698988734692
61896.5818891261,0.8466889438285704,0.8473923791980901,0.5058558964475943,0.8454617460964994
121152.76586285901,0.8522237272493293,0.8526936996981077,0.5055725964997667,0.8513313652495811
237137.37056616554,0.8574660576032176,0.8577803588883575,0.5053057620265848,0.8568224461927958
464158.8833612782,0.862433511948829,0.8626441957959616,0.5050567466218966,0.8619723826353929
908517.575651688,0.867141878005781,0.8672835632058431,0.5048255640203134,0.8668132501096899
1778279.410038923,0.8716056546516239,0.8717012965302545,0.504611505482718,0.8713724421797738
3480700.588428413,0.87583852014003,0.8759033343657623,0.5044134974181125,0.8756735643628587
6812920.690579622,0.8798534982786228,0.8798975883287282,0.5042303156683113,0.8797371173872178
13335214.32163324,0.8836630386573323,0.8836931359606837,0.5040607083652585,0.8835810867312929
26101572.156825386,0.8872790419880181,0.887299650920153,0.5039034643905552,0.8872214173344102
51089697.74506935,0.8907128590073435,0.8907270082724488,0.5037574485050843,0.8906723837412106
100000000.0,0.8939752807990643,0.8939850167776312,0.5036216172942205,0.8939468738350063
