time_ana,D_ana_n1,D_ana_n2,D_ana_n3,D_ana_n4
8514,1663.3380679824181,1663.3380679824181,1663.3380679824181,1663.3380679824181
8516,1663.6999164281458,1663.6999164281458,1663.6999164281458,1663.6999164281458
8518,1664.06175984743,1664.06175984743,1664.06175984743,1664.06175984743
8520,1664.423598241727,1664.423598241727,1664.423598241727,1664.423598241727
8522,1664.785431612492,1664.785431612492,1664.785431612492,1664.785431612492
8524,1665.1472599611798,1665.1472599611798,1665.1472599611798,1665.1472599611798
8526,1665.509083289244,1665.509083289244,1665.509083289244,1665.509083289244
8528,1665.8709015981376,1665.8709015981376,1665.8709015981376,1665.8709015981376
8530,1666.2327148893132,1666.2327148893132,1666.2327148893132,1666.2327148893132
8532,1666.5945231642218,1666.5945231642218,1666.5945231642218,1666.5945231642218
8534,1666.9563264243143,1666.9563264243143,1666.9563264243143,1666.9563264243143
8536,1667.3181246710408,1667.3181246710408,1667.3181246710408,1667.3181246710408
8538,1667.6799179058498,1667.6799179058498,1667.6799179058498,1667.6799179058498
8540,1668.0417061301903,1668.0417061301903,1668.0417061301903,1668.0417061301903
8542,1668.4034893455091,1668.4034893455091,1668.4034893455091,1668.4034893455091
8544,1668.7652675532536,1668.7652675532536,1668.7652675532536,1668.7652675532536
8546,1669.1270407548695,1669.1270407548695,1669.1270407548695,1669.1270407548695
8548,1669.4888089518022,1669.4888089518022,1669.4888089518022,1669.4888089518022
8550,1669.8505721454956,1669.8505721454956,1669.8505721454956,1669.8505721454956
8552,1670.2123303374754,1670.2123303374754,1670.2123303374754,1670.2123303374754
8554,1670.574083529282,1670.574083529282,1670.574083529282,1670.574083529282
8556,1670.9358317223603,1670.9358317223603,1670.9358317223603,1670.9358317223603
8558,1671.297574918154,1671.297574918154,1671.297574918154,1671.297574918154
8560,1671.6593131181057,1671.6593131181057,1671.6593131181057,1671.6593131181057
8562,1672.0210463236583,1672.0210463236583,1672.0210463236583,1672.0210463236583
