time_ana,D_ana_n1,D_ana_n2,D_ana_n3,D_ana_n4
0,0.0,0.0,0.0,0.0
2,1.4025783113187442,1.5403613066751252,1.3755687277043518,1.0448155280216251
4,2.4693274367826263,2.765582592063271,2.3627538639245853,1.641704840097892
6,3.4271063591656485,3.8672201188199753,3.208753229716572,2.1088091099691053
8,4.323340575513402,4.893574905322406,3.9715188221560043,2.5058085993084407
10,5.178042312123346,5.866723661080694,4.6768131514554385,2.8571430262696036
12,6.001980865300157,6.7991801308774775,5.338962587689476,3.1756793490855477
14,6.801778304357175,7.698937191799113,5.96698053815148,3.469181830502425
16,7.581870175732527,8.571509188543404,6.567006840310091,3.742762781403251
18,8.34541076248098,9.420912316781811,7.143463931339503,4.000000266620985
20,9.094744874711443,10.250191801750494,7.699672044520566,4.2435144534969576
22,9.831676172465478,11.061729626482643,8.23820507307893,4.475292241751762
24,10.557630321428379,11.857435835930835,8.7611100306456,4.696882880836022
26,11.273759423138184,12.638873368841349,9.270049217525838,4.909522102093244
28,11.981011737104595,13.407342823949241,9.76639611729931,5.114214312517894
30,12.680179956833944,14.16394203485914,10.251302383816622,5.311789057478383
32,13.371935560352998,14.909609040470423,10.725745879408548,5.502940885349356
34,14.056853889510709,15.645153841826266,11.190565986245055,5.6882582348415776
36,14.73543287423132,16.37128237483506,11.646490127548198,5.868244845786751
38,15.40810721533641,17.08861485821886,12.094153965978181,6.043335858690449
40,16.07525942815124,17.797700204603,12.534117199911456,6.213910268937974
42,16.737228443589355,18.499027349077526,12.966875922603293,6.380300555959799
44,17.394316461148854,19.193034344098763,13.392872504518843,6.542800306127838
46,18.04679445634414,19.88011572360231,13.812503562291486,6.701670298333197
48,18.694906658141708,20.56062853073692,14.226126456587775,6.857143420171768
50,19.338874229374447,21.234897304099746,14.634064647388158,7.009428683924505
52,19.97889826542035,21.903218169299638,15.036612069982512,7.15871447521646
54,20.615162381265154,22.56586237967285,15.434036913924517,7.305171345535068
56,21.247834824317604,23.223079230951992,15.826584718885822,7.448954273718542
58,21.877070272425428,23.875098552014794,16.214481012793094,7.590204580740564
60,22.503011373211304,24.522132846655836,16.59793357354257,7.729051560156069
62,23.12579006194043,25.16437913576668,16.97713436808316,7.865613865764167
64,23.74552869642516,25.802020550417105,17.352261224382975,8.00000070014273
66,24.362341035100613,26.435227710741202,17.723479274008046,8.132312832873433
68,24.976333101905805,27.064159948675538,18.090942228546545,8.262643497221989
70,25.58760389926369,27.68896632317508,18.454793433901447,8.391079122007875
72,26.196246100972736,28.309786604065916,18.815166893658823,8.517700045050754
74,26.802346604931508,28.92675206402966,19.1721880873142,8.642581074847115
76,27.40598706487425,29.539986239686243,19.525974756988518,8.765792031526447
78,28.00724431116783,30.149605539349874,19.87663753120652,8.887398168923966
80,28.60619078818662,30.755719870879094,20.224280572114072,9.0074606171131
82,29.20289488019196,31.35843311591556,20.5690020590409,9.126036704977096
84,29.797421262017533,31.95784363602381,20.910894707724488,9.24318031163234
86,30.389831165497867,32.55404466192428,21.250046165676846,9.358942128081098
88,30.980182655040988,33.14712469376205,21.586539420499008,9.473369930249824
90,31.568530853936583,33.73716783244836,21.920453135548694,9.586508800027225
92,32.15492816087223,34.324254096243884,22.251861970894055,9.698401337076218
94,32.73942445031471,34.90845971425835,22.580836880366718,9.809087854182442
96,33.32206722432556,35.48985735132444,22.907445336773364,9.918606521983023
98,33.90290177779793,36.06851635095727,23.23175157678857,10.026993528671712
100,34.48197138702784,36.6445030102339,23.553816880154198,10.13428326519952
102,35.0593173778618,37.217880685647,23.873699670971533,10.240508383706375
104,35.63497929863391,37.788710045431564,24.191455773724677,10.345699967023746
106,36.20899500921659,38.35704920332356,24.507138545176357,10.449887610728712
108,36.78140077759506,38.922953862562075,24.82079901736214,10.553099513535372
110,37.352231403559095,39.48647749782733,25.132486080701202,10.65536259648059
112,37.92152027187826,40.04767143700228,25.442246562567693,10.756702549068969
114,38.48929945829865,40.60658501764812,25.75012538413941,10.85714393054043
116,39.0555997950921,41.163265685590545,26.05616565724267,10.95671022977788
118,39.62045093442083,41.71775909018565,26.360408777954053,11.055423923247217
120,40.183881429156074,42.2701092043487,26.662894546112383,11.153306551111475
122,40.74591877443248,42.82035838810639,26.963661226482568,11.250378753447697
124,41.30658947573358,43.36854749010534,27.26274564935636,11.346660333720553
126,41.86591909715333,43.91471592042069,27.56018328168749,11.44217030236283
128,42.423932306724026,44.45890171902582,27.856008293873025,11.536926917548193
130,42.98065293316159,45.00114164064574,28.15025364351915,11.630947737641867
132,43.53610398830948,45.54147118981597,28.44295110819032,11.724249639373475
134,44.09030770594269,46.07992467953591,28.734131342503208,11.816848852590025
136,44.64328560933397,46.61653533157459,29.023823978032794,11.908761023927326
138,45.19505852906711,47.151335304470095,29.31205764919152,12.000001230847522
140,45.74564661923041,47.6843557190778,29.598860016707466,12.090583994206396
142,46.2950693997843,48.215626722096935,29.88425783006155,12.180523317038876
144,46.84334580547552,48.74517755917766,30.168276999676088,12.269832729805989
146,47.39049418290713,49.27303657219536,30.45094259196432,12.358525284571094
148,47.93653232127047,49.799231245656564,30.73227887448215,12.446613582505409
150,48.48147749272769,50.32378826723608,31.012309375480545,12.534109810922569
152,49.02534646615081,50.846733549197545,31.29105690378309,12.621025754241032
154,49.5681555201902,51.36809224877737,31.568543567678347,12.707372804379384
156,50.10992046964504,51.88788880806237,31.844790813628133,12.793161984228007
158,50.65065669515931,52.406146998771874,32.119819469919314,12.87840397433449
160,51.19037914549619,52.922889926552706,32.39364974954693,12.963109113150947
162,51.72910235748919,53.438140061315345,32.666301279392606,13.047287414423378
164,52.26684048088413,53.95191927481076,32.937793136703924,13.130948589309726
166,52.803607288923516,54.46424885706263,33.20814386435667,13.21410205485324
168,53.33941618861677,54.97514953230675,33.47737148566061,13.296756942206864
170,53.87428023790376,55.48464148513024,33.74549352943459,13.37892211150144
172,54.40821216458103,55.992744389223745,34.01252705770619,13.460606168403427
174,54.94122437015224,56.49947741369237,34.278488671007,13.541817466402138
176,55.4733289434095,57.004859243819624,34.54339452814325,13.622564118370816
