time,beta_n1,beta_n2,beta_n3,beta_n4
19.573417814876606,0.7205826962286556,0.7617518816603055,0.6677665310995532,0.47081784937094856
38.31186849557289,0.7457887322340997,0.7744872277566273,0.6801557759538598,0.4905622582825249
74.98942093324558,0.7614034410186047,0.7792776806242094,0.6840342237828009,0.4994058117234236
146.77992676220705,0.773061646566175,0.7809626068771593,0.6845384493197934,0.5038033197043816
287.29848333536654,0.7820645023577505,0.7810493521626694,0.6833990026316142,0.5059049383517611
562.341325190349,0.7891739576033439,0.7802265092404853,0.6814254825665537,0.5068403537334126
1100.6941712522103,0.7948071094615597,0.7787936293397594,0.6789810445087521,0.5071665753954808
2154.4346900318847,0.7991958748285397,0.7768976015157429,0.6762499639993679,0.5071678916242611
4216.965034285822,0.8024989677439077,0.7746289727121255,0.6733423879852252,0.5069985246432217
8254.04185268019,0.8048553317105946,0.7720473394368887,0.6703223955297443,0.5067441175547968
16155.980984398762,0.8063796983968311,0.7692045123461019,0.6672387160572343,0.506452990505156
31622.776601683792,0.8071760942805462,0.7661424692609619,0.6641240594394844,0.5061519582672808
61896.5818891261,0.807335679520225,0.7629009966451404,0.6610056003894599,0.5058558964475943
121152.76586285901,0.8069399655941176,0.7595159969124305,0.6579043994429374,0.5055725964997667
237137.37056616554,0.8060616433348132,0.7560201729846348,0.654837169265047,0.5053057620265848
464158.8833612782,0.8047656490712252,0.7524432066031057,0.6518171812697342,0.5050567466218966
908517.575651688,0.8031100221079845,0.7488116043888713,0.6488546864561965,0.5048255640203134
1778279.410038923,0.8011467067699138,0.7451488694383211,0.6459574818392834,0.504611505482718
3480700.588428413,0.7989221825087289,0.741475537300138,0.6431312513676283,0.5044134974181125
6812920.690579622,0.7964780208692958,0.737809338598736,0.6403799259765613,0.5042303156683113
13335214.32163324,0.7938513540129667,0.7341653819534218,0.6377059874153099,0.5040607083652585
26101572.156825386,0.7910752752467255,0.7305563600931657,0.635110732027263,0.5039034643905552
51089697.74506935,0.788179188790172,0.72699277107431,0.6325944989206064,0.5037574485050843
100000000.0,0.7851891234055519,0.7234831466536448,0.6301568664453345,0.5036216172942205
