node_id,D_tmax,alpha_c,normed_alpha_c,beta_exp_rough
0,589.7770249156673,5.128415973168849,0.042854392311162295,0.6926719625919693
1,1112.958906771331,11.338008004907715,0.09474337604661705,0.7616197823478459
2,806.1559292545367,7.587650845926339,0.06340440552651404,0.7266047631389764
3,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
4,24.730465486131973,1.487358419033225,0.012428758027827273,0.3483080727231181
5,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
6,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
7,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
8,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
9,336.34012334883437,6.095612413930004,0.05093654007982844,0.6316946697795832
10,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
11,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
12,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
13,260.6086231845631,5.0768526635745,0.04242351573840005,0.6039971954568746
14,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
15,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
16,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
17,208.40289255561842,3.289871793786009,0.02749103373087303,0.5797259356293114
18,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
19,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
20,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
21,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
22,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
23,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
24,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
25,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
26,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
27,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
28,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
29,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
30,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
31,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
32,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
33,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
34,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
35,371.0548449043352,6.743123151172076,0.05634731005337171,0.6423595266483154
36,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
37,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
38,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
39,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
40,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
41,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
42,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
43,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
44,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
45,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
46,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
47,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
48,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
49,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
50,825.6060299245054,12.352563494633381,0.1032212684807758,0.7291932140556967
51,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
52,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
53,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
54,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
55,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
56,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
57,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
58,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
59,1734.0279667125644,32.376122186674344,0.2705433898031787,0.8097640243939
60,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
61,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
62,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
63,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
64,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
65,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
66,643.0962771016241,8.787229944832113,0.07342840388813954,0.702068998862454
67,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
68,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
69,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
70,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
71,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
72,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
73,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
74,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
75,678.207577350533,7.0594306099054895,0.058990458346807176,0.707840659418295
76,4614.618765629171,119.67071976967571,1.0,0.9160339569568137
77,629.9357353645773,9.622423372475414,0.0804074997709984,0.6998240614903225
78,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
79,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
80,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
81,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
82,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
83,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
84,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
85,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
86,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
87,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
88,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
89,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
90,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
91,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
92,1068.8038074800716,16.000117322113567,0.13370118733227473,0.7572244980635188
93,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
94,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
95,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
96,625.3462066278204,6.53845484491569,0.054637047871859794,0.699030129936075
97,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
98,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
99,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
100,2416.7535650655977,29.092700332759254,0.24310625346578116,0.8458080919783474
101,1837.3373810152482,19.800998501159224,0.1654623498485613,0.8160472277345608
102,982.9900783696344,10.017928810410545,0.08371244720255343,0.7481372835956065
103,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
104,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
105,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
106,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
107,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
108,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
109,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
110,991.958517212693,11.441179491271086,0.09560550411405025,0.7491233776851381
111,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
112,814.6678145410904,7.807527887950446,0.06524175590300792,0.7277451396940485
113,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
114,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
115,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
116,152.68106556167305,2.791438369526364,0.02332599298223414,0.545946295557574
117,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
118,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
119,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
120,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
121,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
122,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
123,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
124,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
125,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
126,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
127,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
128,2200.221003818087,25.308726423493123,0.21148637254128305,0.835616576559877
129,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
130,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
131,2611.5827306811984,27.365262526920127,0.22867132895656253,0.8542259470329362
132,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
133,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
134,692.3168991885047,9.60695517860878,0.08027824347592134,0.7100762331754077
135,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
136,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
137,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
138,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
139,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
140,3.78378853750843,1.0,0.008356262934865357,0.14448171430827175
